nan nan
12.055399	36.766399
12.054225	36.761706
12.051292	36.757012
12.047771	36.753198
12.042491	36.750558
12.038384	36.747331
12.033104	36.744691
12.027823	36.742344
12.021956	36.740291
12.015796	36.738237
12.008462	36.737944
12.000541	36.737357
11.992914	36.738531
11.987340	36.740584
11.982940	36.744104
11.979127	36.747918
11.975900	36.752025
11.971206	36.754665
11.965339	36.757012
11.958592	36.758479
11.953605	36.761412
11.950671	36.765519
11.950084	36.771680
11.946564	36.775787
11.942751	36.779307
11.937764	36.782827
11.933657	36.786347
11.929843	36.789868
11.926323	36.793975
11.924269	36.798962
11.922803	36.804242
11.922216	36.810402
11.921629	36.816269
11.923683	36.821843
11.927203	36.825950
11.930723	36.829764
11.935123	36.832991
11.940404	36.835631
11.947151	36.836804
11.954778	36.836804
11.962112	36.836218
11.966512	36.832697
11.969446	36.828590
11.972086	36.823603
11.975900	36.820376
11.984407	36.820083
11.989394	36.822430
11.992328	36.827124
11.996728	36.830350
12.002595	36.828004
12.007582	36.825363
12.011396	36.821550
12.014622	36.817443
12.018729	36.814216
12.021956	36.810109
12.026943	36.807175
12.031637	36.804242
12.036624	36.801308
12.042491	36.799255
12.048358	36.796908
12.050412	36.793681
12.051878	36.788107
12.052465	36.781947
12.053932	36.776373
12.055692	36.771093
12.055399	36.766399
nan nan
14.323908	36.025093
14.315694	36.025679
14.307774	36.025093
14.301907	36.023333
14.296626	36.020692
14.291346	36.018345
14.286946	36.015412
14.281078	36.013358
14.274918	36.011598
14.267584	36.011305
14.259077	36.011598
14.251450	36.011305
14.242942	36.011892
14.237369	36.012772
14.230915	36.014532
14.225048	36.016585
14.219474	36.018932
14.212727	36.020692
14.204513	36.020986
14.196886	36.021866
14.191019	36.024506
14.188085	36.028613
14.185738	36.033307
14.188965	36.038000
14.190725	36.043281
14.187792	36.047388
14.183978	36.051201
14.180751	36.055308
14.181045	36.060882
14.185445	36.063815
14.190725	36.066456
14.196592	36.068216
14.202753	36.069976
14.208913	36.071736
14.215660	36.072909
14.222114	36.073789
14.229155	36.074963
14.237369	36.074376
14.245876	36.074083
14.253210	36.072909
14.259077	36.070856
14.264651	36.068509
14.269638	36.065576
14.274331	36.062642
14.280198	36.060295
14.285772	36.057948
14.291639	36.055895
14.299266	36.054721
14.307480	36.054428
14.315108	36.053255
14.320681	36.051201
14.324495	36.047388
14.328602	36.043867
14.333296	36.040934
14.337109	36.037120
14.341216	36.033893
14.340923	36.029786
14.335936	36.027146
14.323908	36.025093
nan nan
14.507548	35.803317
14.499627	35.802730
14.492294	35.803903
14.486720	35.806250
14.479973	35.807717
14.475279	35.810944
14.468532	35.812411
14.462958	35.814758
14.455624	35.815931
14.447117	35.816518
14.439783	35.817104
14.431276	35.817691
14.423942	35.818571
14.419248	35.821798
14.415141	35.825318
14.411034	35.828839
14.406341	35.831772
14.401647	35.834706
14.396660	35.837639
14.391086	35.839986
14.385219	35.842333
14.379646	35.844386
14.374952	35.847613
14.370845	35.851133
14.367031	35.854654
14.364684	35.859347
14.361751	35.863748
14.357057	35.866681
14.352364	35.869615
14.347083	35.872548
14.343270	35.876069
14.339456	35.879589
14.336522	35.883989
14.336229	35.889856
14.333002	35.895137
14.334176	35.901004
14.337989	35.905697
14.340923	35.910391
14.343563	35.914791
14.344150	35.921539
14.342683	35.927112
14.340629	35.931806
14.336522	35.936206
14.335642	35.941780
14.335056	35.947647
14.334762	35.953808
14.332415	35.958795
14.329482	35.963195
14.326255	35.967302
14.325082	35.972876
14.326255	35.978743
14.332415	35.981089
14.339163	35.982263
14.347083	35.983436
14.352070	35.985783
14.357351	35.988130
14.361751	35.991357
14.368205	35.992530
14.374952	35.990770
14.375539	35.986077
14.371138	35.982850
14.365271	35.981089
14.359111	35.979036
14.353830	35.976983
14.352070	35.971409
14.355884	35.967889
14.363218	35.967008
14.371725	35.966422
14.378472	35.967595
14.386099	35.967889
14.392553	35.966128
14.397540	35.963195
14.401354	35.959675
14.406047	35.956741
14.412795	35.956448
14.418075	35.958795
14.424235	35.960555
14.430102	35.962608
14.437436	35.962902
14.443303	35.960261
14.446530	35.956154
14.448584	35.951461
14.451811	35.947354
14.456504	35.944127
14.461198	35.941193
14.467652	35.939433
14.476159	35.939140
14.482026	35.937086
14.485840	35.933273
14.488773	35.929166
14.495521	35.927406
14.503148	35.926526
14.510188	35.925352
14.513415	35.921245
14.513122	35.916845
14.511068	35.911564
14.509602	35.905697
14.511068	35.900417
14.514882	35.896603
14.522509	35.895430
14.529256	35.895137
14.536590	35.895430
14.543337	35.895137
14.548324	35.892203
14.551258	35.888096
14.556245	35.884869
14.560058	35.881349
14.563872	35.877829
14.566806	35.873722
14.570033	35.869321
14.569739	35.864041
14.566806	35.859347
14.565632	35.853187
14.565926	35.847320
14.567099	35.841746
14.567392	35.835586
14.567979	35.829425
14.565926	35.824145
14.562112	35.820331
14.558298	35.823852
14.555365	35.827958
14.550378	35.829719
14.547444	35.825025
